Date,Transaction type,Order ID,SKU,QTY,Product Details,Total product charges,Total promotional rebates,Amazon fees,Other,Total (USD),SKU,QTY,
1/22/2021,Order Payment,114-0758677-2424219,,,"Nike Women's One Tight Plus, Black/White...",55,0,-13.16,0,41.84,191888376285,1 ,
1/22/2021,Order Payment,111-2450316-7580268,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,-2.99,-10.33,2.99,25.87,71701003591,1 ,
1/22/2021,Order Payment,112-1220437-8453049,,,Nike Womens Court Flouncy Tennis Skirt W...,55,0,-13.05,0,41.95,191887924333,1 ,
1/22/2021,Order Payment,113-7917140-7509861,,,"Free People Women's Laced Up Mini Dress,...",22.41,0,-7.62,0,14.79,194374279275,1 ,
1/22/2021,Order Payment,114-4311037-0817832,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/22/2021,Order Payment,112-5354657-0172256,,,Nike NSW Leg-A-See Leggings Swoosh (X-La...,25,0,-8.06,0,16.94,91205624146,1 ,
1/22/2021,Order Payment,114-9444097-6340211,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/22/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.96,0,-6.96,,,
1/22/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
1/23/2021,Order Payment,114-0236533-3501024,,,Free People Making Waves Cardigan Light ...,59.99,0,-20.36,0,39.63,194374159782,1 ,
1/23/2021,Service Fees,---,,,Subscription Fee:,0,0,-43.21,0,-43.21,,,
1/23/2021,Order Payment,111-6592343-0211443,,,32 Degrees Women's Cozy Heat Underwear T...,12.57,0,-5.84,0,6.73,192166409725,1 ,
1/23/2021,Order Payment,111-7273604-3765847,,,Nike Windrunner Down-Fill Reversible Ves...,100,0,-20.81,0,79.19,888409777811,1 ,
1/23/2021,Order Payment,111-9542101-1849814,,,32 Degrees Women's Cozy Heat Underwear T...,11.99,0,-5.74,0,6.25,192166409725,1 ,
1/23/2021,Order Payment,112-8492619-3612249,,,"Nike Women's Pro 3 Camo Short (Black/Wh...""",35,0,-9.65,0,25.35,192502485413,1 ,
1/24/2021,Order Payment,113-3298996-1500214,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,0,0,0,0,0,#N/A,1 ,
1/24/2021,Order Payment,113-4431678-6581040,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/24/2021,Order Payment,111-9391367-3860212,,,Nike Women's Sportswear Rebel Cropped T-...,30,0,-8.8,0,21.2,193147956856,1 ,
1/24/2021,Order Payment,114-3950860-3703434,,,Nike Womens Plus Fittness Workout Tank T...,18.82,0,-7.01,0,11.81,193150352652,1 ,
1/24/2021,Order Payment,111-0726561-6527458,,,Sanctuary Chenille Mock Neck Sweater Moo...,29.73,0,-12.14,0,17.59,192400521695,1 ,
1/24/2021,Order Payment,113-3823854-6280238,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/24/2021,Refund,111-6882969-1876257,,,Free People Women's Easy Street Tunic Sw...,-128,0,17.41,0,-110.59,193465687531,(1),
1/24/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.1,0,-8.1,,,
1/24/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.1,0,-8.1,,,
1/24/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
1/25/2021,Order Payment,111-4226385-3885035,,,32 Degrees Women's Cozy Heat Underwear L...,18.81,0,-6.9,0,11.91,192166408551,1 ,
1/25/2021,Order Payment,112-2720332-8762633,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/25/2021,Order Payment,113-4305114-0270634,,,"Nike Women's Pro 3 Camo Short (Black/Wh...""",35,0,-9.65,0,25.35,192502485383,1 ,
1/25/2021,Order Payment,113-9032871-7821850,,,Nike Women's Sportswear Leg-A-See Swoosh...,25,0,-8.06,0,16.94,91205624122,1 ,
1/26/2021,Order Payment,111-1224655-9990653,,,Nike Get Fit Lux Crew Women's Crob Sweat...,55,0,-13.16,0,41.84,192502529650,1 ,
1/26/2021,Order Payment,114-1315688-1005868,,,"Nike Women's Dry Legend T-Shirt, Peach, ...",25,0,-7.95,0,17.05,193150877889,1 ,
1/26/2021,Order Payment,114-2883468-8586617,,,32 Degrees Women's Cozy Heat Underwear T...,10.41,0,-4.69,0,5.72,192166409978,1 ,
1/26/2021,Order Payment,112-6642436-7748261,,,Nike Womens Court Flouncy Tennis Skirt W...,48.5,0,-12.06,0,36.44,191887924340,1 ,
1/26/2021,Refund,113-7917140-7509861,,,"Free People Women's Laced Up Mini Dress,...",-22.41,0,3.05,0,-19.36,194374279275,(1),
1/27/2021,Order Payment,114-1889578-0828247,,,Nike Womens Scoop Neck Short Sleeve Grap...,20,0,-7.1,0,12.9,193150137327,1 ,
1/27/2021,Order Payment,114-4785201-7938632,,,"Nike Women's Pro 3 Camo Short (Black/Wh...""",35,-1.77,-9.65,1.77,25.35,192502485420,1 ,
1/27/2021,Order Payment,111-5503574-5597805,,,Nike Womens Plus Running Fitness Shorts ...,17.47,0,-6.67,0,10.8,193150363016,1 ,
1/27/2021,Order Payment,114-5779420-0433061,,,Nike Indy Floral Long Line Bra Black/Whi...,38.8,0,-10.3,0,28.5,192502474639,1 ,
1/27/2021,Order Payment,112-9360184-4384213,,,Nike Womens Plus Size Dry Legend T-Shirt...,19.21,0,-6.97,0,12.24,192502018475,1 ,
1/27/2021,Order Payment,112-4024170-4143426,,,Nike Element Womens 1/2-Zip Running Top ...,85,0,-18.26,0,66.74,193151252357,1 ,
1/27/2021,Order Payment,112-3957745-3190649,,,32 Degrees Women's Cozy Heat Underwear L...,10.4,0,-5.47,0,4.93,192166408803,1 ,
1/27/2021,Order Payment,113-3852411-9394608,,,Nike Women's Pro 3 Camo Short (M," Black...""",35,0,-9.65,0,192502485406,1 ,
1/27/2021,Order Payment,114-1081573-4372230,,,Nike Womens Fitness Workut Track Jacket ...,85,0,-18.26,0,66.74,193151252340,1 ,
1/28/2021,Order Payment,112-0013164-5753014,,,Nike Women's Sportswear Rebel Cropped T-...,30,0,-8.8,0,21.2,193147956856,1 ,
1/28/2021,Order Payment,113-4635764-0612212,,,Nike Plus Size Dry Side-Tie Training Top...,40,0,-10.61,0,29.39,193147777277,1 ,
1/28/2021,Order Payment,111-2052393-6773845,,,Nike Element Womens 1/2-Zip Running Top ...,85,0,-18.26,0,66.74,193151252357,1 ,
1/28/2021,Order Payment,112-3074834-7408232,,,Nike Indy Floral Long Line Bra Black/Whi...,20.61,0,-7.2,0,13.41,192502474622,1 ,
1/28/2021,Order Payment,113-9211586-8070655,,,Nike Element Womens 1/2-Zip Running Top ...,85,0,-18.26,0,66.74,193151252357,1 ,
1/28/2021,Order Payment,112-6123493-5973865,,,Nike Women's Sportswear Shine Half-Zip F...,47.09,0,-13.36,0,33.73,193152056237,1 ,
1/28/2021,Order Payment,111-9153573-1289019,,,Nike Women's 7/8 Speed Dri-FIT Mesh-Twis...,80,0,-17.41,0,62.59,193147102093,1 ,
1/28/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-5.57,0,-5.57,,,
1/28/2021,Order Payment,112-4153795-2008225,,,Nike Womens Fitness Running Tank Top Bla...,15.31,0,-6.41,0,8.9,193150352645,1 ,
1/28/2021,Order Payment,111-5221538-2547411,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.2,0,-10.33,0,25.87,71701003591,1 ,
1/28/2021,Order Payment,114-0943889-5342604,,,Free People Main Squeeze Hacci White LG ...,77.99,0,-26.08,0,51.91,193465709325,1 ,
1/29/2021,Order Payment,114-0093949-9273002,,,Boyish Womens The Tommy Denim Raw Hem St...,43.22,0,-11.16,0,32.06,810001601058,1 ,
1/29/2021,Order Payment,114-1632600-9987442,,,32 Degrees. Heat Womens Scoop Neck Warm ...,10.61,0,-5.61,0,5,192166409749,1 ,
1/29/2021,Refund,114-2883468-8586617,,,32 Degrees Women's Cozy Heat Underwear T...,-10.41,0,1.42,0,-8.99,192166409978,(1),
1/29/2021,Refund,111-7273604-3765847,,,Nike Windrunner Down-Fill Reversible Ves...,-100,0,13.6,0,-86.4,888409777811,(1),
1/29/2021,Order Payment,111-8259617-7042651,,,32 Degrees. Heat Womens Scoop Neck Warm ...,10.44,0,-5.58,0,4.86,192166409749,1 ,
1/29/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-16.17,0,-16.17,,,
1/29/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.36,0,-6.36,,,
1/29/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
1/29/2021,Order Payment,112-7381298-2301021,,,Nike Element Womens 1/2-Zip Running Top ...,85,0,-18.26,0,66.74,193151252357,1 ,
1/29/2021,Order Payment,111-1668408-4235425,,,Nike Women's Pro Warm Therma ½-Zip Pullo...,60,0,-14.01,0,45.99,194277435372,1 ,
1/30/2021,Order Payment,114-2833393-0852219,,,Nike Womens Fitness Running Tank Top Bla...,15.31,0,-6.41,0,8.9,193150352645,1 ,
1/30/2021,Service Fees,113-7917140-7509861,,,FBA Customer Return Fees,0,0,-3.81,0,-3.81,,,
1/30/2021,Order Payment,112-2236789-7627407,,,Nike Sphere Element Top 1/2 Zip Cedar/Li...,55.28,0,-13.21,0,42.07,193151237521,1 ,
1/30/2021,Order Payment,112-6383233-6157031,,,Nike Womens Rebel Fleece Crewneck Camo P...,20.65,0,-7.32,0,13.33,192502564262,1 ,
1/30/2021,Order Payment,112-9317337-7132258,,,"Free People Women's Little Cutie Cardi, ...",19.76,0,-7.17,0,12.59,193465834997,1 ,
1/30/2021,Order Payment,114-2653957-9597807,,,"Free People Women's Walk On by Cardigan,...",47.55,0,-15.17,0,32.38,193465961907,1 ,
1/30/2021,Order Payment,113-4330084-8718643,,,"Free People Women's Little Cutie Cardi, ...",38,0,-10.27,0,27.73,193465835024,1 ,
1/30/2021,Order Payment,111-7771069-2173040,,,34 Degrees Women's Cozy Heat Mock-Neck T...,16.94,0,-6.58,0,10.36,192166408322,1 ,
1/30/2021,Order Payment,112-2132040-3227407,,,Nike Women's AeroLoft Running Vest (Sail...,51.42,0,-12.55,0,38.87,193147251197,1 ,
1/30/2021,Order Payment,114-9045163-7885823,,,Free People Women's Main Squeeze Off-The...,25.27,0,-8.11,0,17.16,193465709448,1 ,
1/30/2021,Order Payment,111-0640561-7172263,,,Nike Women's AeroLoft Running Vest (Sail...,51.42,0,-12.55,0,38.87,193147251197,1 ,
1/30/2021,Order Payment,113-2301053-2724204,,,32 Degrees Women's Cozy Heat Underwear T...,10.4,0,-4.69,0,5.71,192166409954,1 ,
1/30/2021,Order Payment,114-1785860-2209856,,,"Nike One Icon Clash Cuff 7/8 Tight (XL, ...",65,-2,-14.86,2,50.14,193150518416,1 ,
1/31/2021,Order Payment,112-1326634-3984210,,,Nike Womens Plus Running Fitness Shorts ...,16.5,0,-6.51,0,9.99,193150363023,1 ,
1/31/2021,Order Payment,113-0053269-3917836,,,Free People Santa Clara Thermal White LG...,24.68,0,-9.55,0,15.13,193465581556,1 ,
1/31/2021,Order Payment,112-0624000-5577817,,,Nike Plus Size Dry Side-Tie Training Top...,40,0,-10.61,0,29.39,193147777277,1 ,
1/31/2021,Order Payment,111-5926336-1496236,,,Nike Women's Pro Dri-Fit Racerback Crop ...,35,0,-9.76,0,25.24,192502880935,1 ,
1/31/2021,Order Payment,113-7576958-3759429,,,Nike Indy Floral Long Line Bra Black/Whi...,33.94,0,-9.47,0,24.47,192502474639,1 ,
1/31/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.36,0,-6.36,,,
1/31/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-7.17,0,-7.17,,,
1/31/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
1/31/2021,Order Payment,113-8344537-6729023,,,Nike Women's One Printed Leggings (Black...,20.65,0,-7.32,0,13.33,192502505319,1 ,
1/31/2021,Order Payment,113-1313490-0145030,,,Nike Plus Women's Sportswear Shine Fleec...,65,-0.83,-17,0.83,48,193152110106,1 ,
2/1/2021,Unavailable balance,---,,,Current Reserve Amount ,0,0,0,-1778.99,-1778.99,,,
2/1/2021,Order Payment,111-7501385-5391408,,,"Nike Women's NSW Gym Vintage Short, Silv...",35,-4.27,-9.65,4.27,25.35,193146758543,1 ,
2/1/2021,Order Payment,111-7649903-0554619,,,Nike Womens Fitness Workut Track Jacket ...,85,0,-18.26,0,66.74,193151252340,1 ,
2/1/2021,Order Payment,114-0376544-6185055,,,32 Degrees Women's Cozy Heat Underwear T...,10.4,0,-5.58,0,4.82,192166409893,1 ,
2/1/2021,Order Payment,114-1921832-1476236,,,Nike USA 2019-20 Women's Preseason Tank ...,14.53,0,-6.17,0,8.36,193145712157,1 ,
2/1/2021,Order Payment,112-7483742-2157851,,,Nike Women's Sportswear Shine Half-Zip F...,45.68,0,-13.12,0,32.56,193152056237,1 ,
2/1/2021,Previous statement's unavailable balance,---,,,Previous Reserve Amount Balance ,0,0,0,1778.99,1778.99,,,
2/2/2021,Order Payment,113-7169544-0620220,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,-2.99,-10.32,2.99,25.78,71701003591,1 ,
2/2/2021,Order Payment,111-5789160-4043462,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/2/2021,Order Payment,113-1928765-5622664,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/2/2021,Order Payment,114-2941707-5839418,,,Nike Dry Training Top Size 1X-3X Black/C...,20,0,-7.21,0,12.79,887225287184,1 ,
2/2/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.36,0,-6.36,,,
2/2/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-9.16,0,-9.16,,,
2/2/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
2/2/2021,Order Payment,112-4652653-0061820,,,Free People Womens Knit Distressed Cardi...,65.04,0,-22.74,0,42.3,194374246307,1 ,
2/2/2021,Order Payment,113-3411068-4953063,,,Free People Womens Purple Short Sleeve H...,15.01,0,-6.25,0,8.76,194374167015,1 ,
2/2/2021,Order Payment,114-3061129-7330610,,,Nike Tank Futura Fem Graphic Black/Hyper...,40,0,-10.5,0,29.5,193146794954,1 ,
2/2/2021,Order Payment,112-6673812-0407464,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/2/2021,Order Payment,113-1629637-6582620,,,Nike NSW Future Femme Crew Fleece Phanto...,56.47,0,-13.41,0,43.06,193146788557,1 ,
2/2/2021,Order Payment,114-4062517-8459457,,,Free People Velveteen Dreams Ruffled Vel...,85.36,0,-18.32,0,67.04,194374081335,1 ,
2/3/2021,Order Payment,112-3935697-6468259,,,32 Degrees Women's Cozy Heat Underwear T...,19.4,0,-6.22,0,13.18,192166409916,1 ,
2/3/2021,Order Payment,112-5074706-8411450,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/3/2021,Order Payment,111-7999960-2985061,,,"Nike Women's Dry Legend T-Shirt, Peach, ...",25,0,-7.95,0,17.05,193150877889,1 ,
2/3/2021,Order Payment,112-9563566-7354616,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/3/2021,Order Payment,113-3238128-4180251,,,Nike Womens Rebel Fleece Crewneck Camo P...,21.2,0,-7.41,0,13.79,192502564262,1 ,
2/3/2021,Order Payment,114-4271740-0215466,,,Nike Women's Pro Dri-fit Stripe Cropped ...,25,0,-7.95,0,17.05,193655502835,1 ,
2/3/2021,Order Payment,111-3104719-1745853,,,Free People Bardot Sweater Grey LG (Wome...,44.62,0,-13.92,0,30.7,194374306070,1 ,
2/3/2021,Refund,112-7381298-2301021,,,Nike Element Womens 1/2-Zip Running Top ...,-85,0,11.56,0,-73.44,193151252357,(1),
2/3/2021,Order Payment,111-0996651-1529826,,,Ideology Women's Snap-Front Wrap Sweatsh...,23.84,0,-9.4,0,14.44,732998411871,1 ,
2/3/2021,Order Payment,113-8736729-2890669,,,Nike Womens Sweatshirt Fitness Gray XL,20.65,0,-7.32,0,13.33,192502564279,1 ,
2/3/2021,Order Payment,114-6718966-6056211,,,Free People Galloon Lace Halter Light Or...,10.4,0,-5.58,0,4.82,190380173934,1 ,
2/4/2021,Order Payment,112-5223966-4893822,,,Free People Oliver Henley Ivory XS (Wome...,30.16,0,-8.94,0,21.22,194374166544,1 ,
2/4/2021,Order Payment,111-5689705-6314663,,,Free People Santa Clara Thermal White MD...,29.09,0,-8.76,0,20.33,193465581549,1 ,
2/4/2021,Order Payment,112-6864969-6038651,,,Free People Busted Skinny Jeans in Dark ...,27.24,0,-14.59,4.61,17.26,190383842134,1 ,
2/4/2021,Refund,112-2236789-7627407,,,Nike Sphere Element Top 1/2 Zip Cedar/Li...,-55.28,0,7.52,0,-47.76,193151237521,(1),
2/4/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-9.27,0,-9.27,,,
2/4/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-13.99,0,-13.99,,,
2/4/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
2/4/2021,Order Payment,114-4057151-8859434,,,Nike Plus Size Dri-fit Medium-Support Sp...,30,0,-8.8,0,21.2,192498747755,1 ,
2/4/2021,Order Payment,111-0027581-6003434,,,Free People Main Squeeze Hacci White LG ...,36.82,0,-19.08,0,17.74,193465709325,1 ,
2/4/2021,Order Payment,112-8248170-3580250,,,Nike Womens Rebel Fleece Crewneck Camo P...,20.65,0,-7.32,0,13.33,192502564262,1 ,
2/4/2021,Order Payment,114-1433502-1789041,,,Nike Women's Sportswear Vintage Pants Ca...,55,0,-13.16,0,41.84,887229020305,1 ,
2/4/2021,Order Payment,114-8858600-6723425,,,Nike Womens Rebel Fleece Crewneck Camo P...,21.2,0,-7.41,0,13.79,192502564262,1 ,
2/4/2021,Order Payment,112-6930068-2409857,,,Ideology Womens Cowl Neck Pullover Top,15.31,0,-7.95,0,7.36,636189174401,1 ,
2/5/2021,Order Payment,114-8565200-1930622,,,32 Degrees Velour Funnel-Neck Top Granit...,46,0,-13.17,0,32.83,192166435076,1 ,
2/5/2021,Order Payment,112-5478258-6773837,,,Nike Women W NSW AIR TOP SS BV4777-100 W...,21.73,0,-6.61,0,15.12,193146863421,1 ,
2/5/2021,Order Payment,111-1437936-4325058,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,0,-10.32,0,25.78,71701003591,1 ,
2/5/2021,Order Payment,113-3574564-3459457,,,"Ideology Mushy-Knit Joggers, Spring Tuli...",15.87,0,-6.51,0,9.36,732997727614,1 ,
2/5/2021,Order Payment,113-3830857-4085857,,,Nike Womens Rebel Fleece Crewneck Camo P...,60,0,-14.01,0,45.99,192502564248,1 ,
2/5/2021,Order Payment,114-8876074-8029845,,,Nike Women's Sportswear Velour Heritage ...,38.21,0,-12.83,0,25.38,193152061651,1 ,
2/5/2021,Order Payment,112-9692150-3025064,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,-2.99,-10.32,2.99,25.78,71701003591,1 ,
2/5/2021,Refund,111-9009396-1212250,,,Boyish Womens The Zachary Denim Distress...,-41.17,0,5.6,0,-35.57,810001607722,(1),
2/6/2021,Order Payment,111-2715380-0454664,,,Nike Women's Flash Running Leggings (Sma...,68.57,0,-15.47,0,53.1,193151254627,1 ,
2/6/2021,Order Payment,112-7207958-8425829,,,Free People Women's Platoon Denim Cargo ...,33.14,0,-11.58,0,21.56,194374149752,1 ,
2/6/2021,Order Payment,112-4157272-6814614,,,Nike Women's Dri-fit Fleece Training Hoo...,50.4,0,-13.92,0,36.48,192502546527,1 ,
2/6/2021,Refund,111-7649903-0554619,,,Nike Womens Fitness Workut Track Jacket ...,-85,0,11.56,0,-73.44,193151252340,(1),
2/6/2021,Refund,113-8736729-2890669,,,Nike Womens Sweatshirt Fitness Gray XL,-20.65,0,2.81,0,-17.84,192502564279,(1),
2/6/2021,Order Payment,111-2488019-9765003,,,Free People Women's Forever Your Girl Tu...,24.68,0,-15.54,5.99,15.13,194374006345,1 ,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-5.45,0,-5.45,,,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-9.35,0,-9.35,,,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-16.17,0,-16.17,,,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.36,0,-6.36,,,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-6.96,0,-6.96,,,
2/6/2021,Service Fees,---,,,Inbound Transportation Charge,0,0,-8.87,0,-8.87,,,
2/6/2021,Order Payment,111-0757879-6697037,,,Nike Women's Plus Size Air Cropped Runni...,65,0,-14.86,0,50.14,192501741718,1 ,
2/6/2021,Order Payment,114-7240028-2936214,,,DYMO Label Maker with 2 D1 DYMO Label Ta...,36.1,-2.99,-10.32,2.99,25.78,71701003591,1 ,
,,,,,,,,,,,,,
